x,y
0,0.44999999999999996
0,0.44999999999999996
1,0.8
1,0.8
2,1.25
2,1.25
3,1.4500000000000002
3,1.4500000000000002
4,2.0
4,2.0
5,2.15
5,2.15
6,2.85
6,2.85
7,3.35
7,3.35
8,3.65
8,3.65
9,3.85
9,3.85
10,4.65
10,4.65
11,4.3
11,4.3
12,5.8999999999999995
12,5.8999999999999995
13,5.949999999999999
13,5.949999999999999
14,6.0
14,6.0
15,7.1
15,7.1
16,6.05
16,6.05
17,7.000000000000001
17,7.000000000000001
18,7.3999999999999995
18,7.3999999999999995
19,7.6499999999999995
19,7.6499999999999995
20,7.95
20,7.95
21,7.199999999999999
21,7.199999999999999
22,8.1
22,8.1
23,9.2
23,9.2
24,9.0
24,9.0
