x,y
0,"tensor(0.0691, device='cuda:0')"
1,"tensor(0.0797, device='cuda:0')"
2,"tensor(0.0840, device='cuda:0')"
3,"tensor(0.0830, device='cuda:0')"
4,"tensor(0.0837, device='cuda:0')"
5,"tensor(0.0863, device='cuda:0')"
6,"tensor(0.0854, device='cuda:0')"
7,"tensor(0.0885, device='cuda:0')"
8,"tensor(0.0851, device='cuda:0')"
9,"tensor(0.0870, device='cuda:0')"
10,"tensor(0.0868, device='cuda:0')"
11,"tensor(0.0864, device='cuda:0')"
12,"tensor(0.0853, device='cuda:0')"
13,"tensor(0.0854, device='cuda:0')"
14,"tensor(0.0864, device='cuda:0')"
15,"tensor(0.0883, device='cuda:0')"
16,"tensor(0.0851, device='cuda:0')"
17,"tensor(0.0867, device='cuda:0')"
18,"tensor(0.0867, device='cuda:0')"
19,"tensor(0.0863, device='cuda:0')"
20,"tensor(0.0856, device='cuda:0')"
21,"tensor(0.0871, device='cuda:0')"
22,"tensor(0.0859, device='cuda:0')"
23,"tensor(0.0863, device='cuda:0')"
24,"tensor(0.0857, device='cuda:0')"
