x,y
0,"tensor(0.2765, device='cuda:0')"
1,"tensor(0.2699, device='cuda:0')"
2,"tensor(0.2621, device='cuda:0')"
3,"tensor(0.2510, device='cuda:0')"
4,"tensor(0.2586, device='cuda:0')"
5,"tensor(0.2546, device='cuda:0')"
6,"tensor(0.2599, device='cuda:0')"
7,"tensor(0.2547, device='cuda:0')"
8,"tensor(0.2566, device='cuda:0')"
9,"tensor(0.2557, device='cuda:0')"
10,"tensor(0.2571, device='cuda:0')"
11,"tensor(0.2593, device='cuda:0')"
12,"tensor(0.2566, device='cuda:0')"
13,"tensor(0.2441, device='cuda:0')"
14,"tensor(0.2555, device='cuda:0')"
15,"tensor(0.2657, device='cuda:0')"
16,"tensor(0.2635, device='cuda:0')"
17,"tensor(0.2587, device='cuda:0')"
18,"tensor(0.2217, device='cuda:0')"
19,"tensor(0.2624, device='cuda:0')"
20,"tensor(0.2608, device='cuda:0')"
21,"tensor(0.2594, device='cuda:0')"
22,"tensor(0.2605, device='cuda:0')"
23,"tensor(0.2647, device='cuda:0')"
24,"tensor(0.2628, device='cuda:0')"
