x,y
0,"tensor(0.0589, device='cuda:0')"
1,"tensor(0.0616, device='cuda:0')"
2,"tensor(0.0596, device='cuda:0')"
3,"tensor(0.0603, device='cuda:0')"
4,"tensor(0.0608, device='cuda:0')"
5,"tensor(0.0611, device='cuda:0')"
6,"tensor(0.0601, device='cuda:0')"
7,"tensor(0.0609, device='cuda:0')"
8,"tensor(0.0608, device='cuda:0')"
9,"tensor(0.0619, device='cuda:0')"
10,"tensor(0.0612, device='cuda:0')"
11,"tensor(0.0611, device='cuda:0')"
12,"tensor(0.0623, device='cuda:0')"
13,"tensor(0.0609, device='cuda:0')"
14,"tensor(0.0621, device='cuda:0')"
15,"tensor(0.0623, device='cuda:0')"
16,"tensor(0.0627, device='cuda:0')"
17,"tensor(0.0633, device='cuda:0')"
18,"tensor(0.0621, device='cuda:0')"
19,"tensor(0.0629, device='cuda:0')"
20,"tensor(0.0633, device='cuda:0')"
21,"tensor(0.0637, device='cuda:0')"
22,"tensor(0.0632, device='cuda:0')"
23,"tensor(0.0627, device='cuda:0')"
24,"tensor(0.0633, device='cuda:0')"
