x,y
185.8179168701172,nan
173.13136291503906,88.2
165.5460968017578,90.0
165.9346466064453,90.60000000000001
165.1930694580078,90.5
167.02719116210938,90.8
160.35525512695312,90.65
158.00953674316406,90.60000000000001
163.97616577148438,91.0
160.7585906982422,90.75
161.03997802734375,91.14999999999999
162.53504943847656,91.0
161.98529052734375,90.7
162.71881103515625,90.55
161.7648468017578,90.25
160.2828826904297,89.60000000000001
161.27955627441406,90.05
160.07736206054688,89.4
160.35939025878906,89.14999999999999
159.9763946533203,88.7
161.78439331054688,88.14999999999999
159.8030242919922,88.2
161.2571258544922,87.7
162.45425415039062,88.0
160.49510192871094,87.7
