x,y
0,"tensor(0.2098, device='cuda:0')"
1,"tensor(0.2262, device='cuda:0')"
2,"tensor(0.2237, device='cuda:0')"
3,"tensor(0.2264, device='cuda:0')"
4,"tensor(0.2295, device='cuda:0')"
5,"tensor(0.2358, device='cuda:0')"
6,"tensor(0.2322, device='cuda:0')"
7,"tensor(0.2390, device='cuda:0')"
8,"tensor(0.2380, device='cuda:0')"
9,"tensor(0.2409, device='cuda:0')"
10,"tensor(0.2381, device='cuda:0')"
11,"tensor(0.2387, device='cuda:0')"
12,"tensor(0.2465, device='cuda:0')"
13,"tensor(0.2399, device='cuda:0')"
14,"tensor(0.2470, device='cuda:0')"
15,"tensor(0.2451, device='cuda:0')"
16,"tensor(0.2447, device='cuda:0')"
17,"tensor(0.2513, device='cuda:0')"
18,"tensor(0.2521, device='cuda:0')"
19,"tensor(0.2507, device='cuda:0')"
20,"tensor(0.2518, device='cuda:0')"
21,"tensor(0.2533, device='cuda:0')"
22,"tensor(0.2539, device='cuda:0')"
23,"tensor(0.2548, device='cuda:0')"
24,"tensor(0.2585, device='cuda:0')"
