x,y
0,"tensor(0.4034, device='cuda:0')"
1,"tensor(0.4134, device='cuda:0')"
2,"tensor(0.4145, device='cuda:0')"
3,"tensor(0.4092, device='cuda:0')"
4,"tensor(0.4146, device='cuda:0')"
5,"tensor(0.4173, device='cuda:0')"
6,"tensor(0.4181, device='cuda:0')"
7,"tensor(0.4117, device='cuda:0')"
8,"tensor(0.4179, device='cuda:0')"
9,"tensor(0.4226, device='cuda:0')"
10,"tensor(0.4208, device='cuda:0')"
11,"tensor(0.4200, device='cuda:0')"
12,"tensor(0.4202, device='cuda:0')"
13,"tensor(0.4153, device='cuda:0')"
14,"tensor(0.4252, device='cuda:0')"
15,"tensor(0.4212, device='cuda:0')"
16,"tensor(0.4244, device='cuda:0')"
17,"tensor(0.4307, device='cuda:0')"
18,"tensor(0.4282, device='cuda:0')"
19,"tensor(0.4286, device='cuda:0')"
20,"tensor(0.4255, device='cuda:0')"
21,"tensor(0.4309, device='cuda:0')"
22,"tensor(0.4290, device='cuda:0')"
23,"tensor(0.4293, device='cuda:0')"
24,"tensor(0.4327, device='cuda:0')"
