x,y
0,"tensor([-0.1363, -0.2765, -0.3168,  ..., -0.2843,  0.2970,  0.3481])"
1,"tensor([-0.1224, -0.4314, -0.3369,  ..., -0.1284,  0.2087,  0.2275])"
2,"tensor([-0.0378, -0.1191, -0.3311,  ...,  0.1784,  0.0919,  0.2735])"
3,"tensor([-0.1073, -0.1926, -0.3431,  ...,  0.0546, -0.0348,  0.1794])"
4,"tensor([-0.1046, -0.3316, -0.3821,  ...,  0.0318,  0.0132,  0.2647])"
5,"tensor([-0.1062, -0.2819, -0.2960,  ...,  0.0782,  0.0353,  0.1415])"
6,"tensor([-0.1347, -0.3997, -0.2997,  ...,  0.1739,  0.0015,  0.2054])"
7,"tensor([-0.1042, -0.4163, -0.2620,  ...,  0.1210, -0.0529,  0.1851])"
8,"tensor([-0.0726, -0.3875, -0.2330,  ...,  0.1615,  0.1103,  0.1494])"
9,"tensor([-0.0214, -0.3074, -0.2955,  ...,  0.1594,  0.0564,  0.0324])"
10,"tensor([ 0.0301, -0.1990, -0.2449,  ...,  0.1342,  0.0058,  0.1705])"
11,"tensor([-0.0020, -0.4306, -0.3356,  ...,  0.1954, -0.0831,  0.1244])"
12,"tensor([-0.0583, -0.3393, -0.2721,  ...,  0.1449,  0.0438,  0.1237])"
13,"tensor([-0.1163, -0.5653, -0.3350,  ...,  0.2238,  0.0534,  0.1911])"
14,"tensor([-0.0448, -0.3670, -0.2457,  ...,  0.2275,  0.0127,  0.2306])"
15,"tensor([-0.0203, -0.3315, -0.1749,  ...,  0.2728,  0.0349,  0.1971])"
16,"tensor([-0.0348, -0.4252, -0.2624,  ...,  0.1551,  0.0676,  0.0759])"
17,"tensor([ 0.0815, -0.3726, -0.2157,  ...,  0.2221,  0.1325,  0.0556])"
18,"tensor([ 0.1364,  0.0107, -0.3449,  ...,  0.0307,  0.1431,  0.0267])"
19,"tensor([-0.0251, -0.4399, -0.1759,  ...,  0.2576,  0.0394,  0.1319])"
20,"tensor([ 0.0301, -0.3991, -0.2759,  ...,  0.2481,  0.0632,  0.1338])"
21,"tensor([ 0.0332, -0.3876, -0.2884,  ...,  0.1860,  0.0461,  0.0742])"
22,"tensor([ 0.0124, -0.3923, -0.3427,  ...,  0.0863,  0.1168,  0.0597])"
23,"tensor([ 0.0085, -0.4490, -0.2888,  ...,  0.1852,  0.1089,  0.0729])"
24,"tensor([-0.0115, -0.4811, -0.3729,  ...,  0.3847, -0.0727,  0.0740])"
