x,y
0,"tensor(0.4044, device='cuda:0')"
1,"tensor(0.4145, device='cuda:0')"
2,"tensor(0.4159, device='cuda:0')"
3,"tensor(0.4106, device='cuda:0')"
4,"tensor(0.4162, device='cuda:0')"
5,"tensor(0.4189, device='cuda:0')"
6,"tensor(0.4194, device='cuda:0')"
7,"tensor(0.4135, device='cuda:0')"
8,"tensor(0.4197, device='cuda:0')"
9,"tensor(0.4243, device='cuda:0')"
10,"tensor(0.4229, device='cuda:0')"
11,"tensor(0.4221, device='cuda:0')"
12,"tensor(0.4219, device='cuda:0')"
13,"tensor(0.4170, device='cuda:0')"
14,"tensor(0.4268, device='cuda:0')"
15,"tensor(0.4231, device='cuda:0')"
16,"tensor(0.4266, device='cuda:0')"
17,"tensor(0.4330, device='cuda:0')"
18,"tensor(0.4305, device='cuda:0')"
19,"tensor(0.4310, device='cuda:0')"
20,"tensor(0.4277, device='cuda:0')"
21,"tensor(0.4331, device='cuda:0')"
22,"tensor(0.4313, device='cuda:0')"
23,"tensor(0.4319, device='cuda:0')"
24,"tensor(0.4351, device='cuda:0')"
