x,y
0,"tensor(0.0417, device='cuda:0')"
1,"tensor(0.0409, device='cuda:0')"
2,"tensor(0.0400, device='cuda:0')"
3,"tensor(0.0418, device='cuda:0')"
4,"tensor(0.0423, device='cuda:0')"
5,"tensor(0.0421, device='cuda:0')"
6,"tensor(0.0421, device='cuda:0')"
7,"tensor(0.0428, device='cuda:0')"
8,"tensor(0.0411, device='cuda:0')"
9,"tensor(0.0431, device='cuda:0')"
10,"tensor(0.0420, device='cuda:0')"
11,"tensor(0.0418, device='cuda:0')"
12,"tensor(0.0428, device='cuda:0')"
13,"tensor(0.0428, device='cuda:0')"
14,"tensor(0.0418, device='cuda:0')"
15,"tensor(0.0425, device='cuda:0')"
16,"tensor(0.0416, device='cuda:0')"
17,"tensor(0.0424, device='cuda:0')"
18,"tensor(0.0457, device='cuda:0')"
19,"tensor(0.0414, device='cuda:0')"
20,"tensor(0.0432, device='cuda:0')"
21,"tensor(0.0428, device='cuda:0')"
22,"tensor(0.0413, device='cuda:0')"
23,"tensor(0.0434, device='cuda:0')"
24,"tensor(0.0409, device='cuda:0')"
