x,y
0,"tensor([-0.4622, -0.4223, -0.6114,  ..., -0.2407,  0.0168, -0.1247])"
1,"tensor([-0.4286, -0.5623, -0.6565,  ...,  0.0078,  0.0075,  0.0475])"
2,"tensor([-0.5745, -0.4683, -0.6271,  ...,  0.1248,  0.0169, -0.0224])"
3,"tensor([-0.4884, -0.3400, -0.7034,  ...,  0.0954,  0.0166, -0.0888])"
4,"tensor([-0.3998, -0.4396, -0.6095,  ...,  0.1675,  0.0407, -0.1699])"
5,"tensor([-0.4513, -0.4154, -0.5673,  ...,  0.1621,  0.0553, -0.0867])"
6,"tensor([-0.4245, -0.3498, -0.6218,  ...,  0.2449,  0.0759, -0.0504])"
7,"tensor([-0.3234, -0.2806, -0.5838,  ...,  0.0992, -0.0322, -0.1617])"
8,"tensor([-0.5081, -0.5204, -0.6039,  ...,  0.1850,  0.0594, -0.0514])"
9,"tensor([-0.4379, -0.3796, -0.6696,  ...,  0.2925, -0.0382, -0.1816])"
10,"tensor([-0.4543, -0.3717, -0.6569,  ...,  0.2915, -0.0422, -0.2223])"
11,"tensor([-0.5079, -0.3024, -0.6586,  ...,  0.2367,  0.0096, -0.2067])"
12,"tensor([-0.4723, -0.4199, -0.6343,  ...,  0.2215, -0.0556, -0.1540])"
13,"tensor([-0.4256, -0.2712, -0.5535,  ...,  0.2244, -0.0559, -0.1139])"
14,"tensor([-0.3411, -0.3937, -0.5858,  ...,  0.2600, -0.0497, -0.0806])"
15,"tensor([-0.4392, -0.3511, -0.5962,  ...,  0.2556, -0.0530, -0.1795])"
16,"tensor([-0.4643, -0.3911, -0.5954,  ...,  0.2294, -0.0363,  0.0442])"
17,"tensor([-0.3651, -0.3019, -0.6265,  ...,  0.2548,  0.0395, -0.1628])"
18,"tensor([-0.4293, -0.2431, -0.7033,  ...,  0.0579, -0.0141, -0.0814])"
19,"tensor([-0.4295, -0.3409, -0.5935,  ...,  0.2570, -0.0756, -0.0804])"
20,"tensor([-0.4165, -0.3222, -0.5828,  ...,  0.2397, -0.0326, -0.2040])"
21,"tensor([-0.4939, -0.1966, -0.5230,  ...,  0.2217, -0.0271, -0.1224])"
22,"tensor([-0.4788, -0.2188, -0.6346,  ...,  0.1479,  0.0196, -0.1286])"
23,"tensor([-0.4891, -0.2202, -0.5986,  ...,  0.1996, -0.0475, -0.1108])"
24,"tensor([-0.4672, -0.1963, -0.5493,  ...,  0.4293,  0.0149, -0.1029])"
