x,y
0,"tensor(0.0948, device='cuda:0')"
1,"tensor(0.1139, device='cuda:0')"
2,"tensor(0.1160, device='cuda:0')"
3,"tensor(0.1238, device='cuda:0')"
4,"tensor(0.1228, device='cuda:0')"
5,"tensor(0.1190, device='cuda:0')"
6,"tensor(0.1165, device='cuda:0')"
7,"tensor(0.1261, device='cuda:0')"
8,"tensor(0.1169, device='cuda:0')"
9,"tensor(0.1224, device='cuda:0')"
10,"tensor(0.1224, device='cuda:0')"
11,"tensor(0.1218, device='cuda:0')"
12,"tensor(0.1233, device='cuda:0')"
13,"tensor(0.1219, device='cuda:0')"
14,"tensor(0.1219, device='cuda:0')"
15,"tensor(0.1248, device='cuda:0')"
16,"tensor(0.1211, device='cuda:0')"
17,"tensor(0.1250, device='cuda:0')"
18,"tensor(0.1256, device='cuda:0')"
19,"tensor(0.1247, device='cuda:0')"
20,"tensor(0.1224, device='cuda:0')"
21,"tensor(0.1263, device='cuda:0')"
22,"tensor(0.1238, device='cuda:0')"
23,"tensor(0.1267, device='cuda:0')"
24,"tensor(0.1258, device='cuda:0')"
