x,y
0,0.10267667472362518
1,0.10465334355831146
2,0.10730000585317612
3,0.10465667396783829
4,0.10535001009702682
5,0.10659000277519226
6,0.10833334177732468
7,0.10663334280252457
8,0.10779666900634766
9,0.10864667594432831
10,0.1080133393406868
11,0.10881000757217407
12,0.10819000750780106
13,0.10725000500679016
14,0.10737666487693787
15,0.10910001397132874
16,0.10802333801984787
17,0.10804334282875061
18,0.1050366684794426
19,0.10856667160987854
20,0.10840000957250595
21,0.1084633395075798
22,0.10917668044567108
23,0.10791000723838806
24,0.10750333964824677
