client,block,t,tprime,eta_min,eta_max,eta_min_norm,eta_max_norm,sigma,eps,width_t,width_tprime
0,3,1,4,31.094555,69.72207,0.9717048406600952,2.178814649581909,61.216576,31.220312,22.61744499206543,22.615875244140625
0,4,1,4,24.743582,45.317574,1.0935221538574622,2.0027727226412924,46.939064,31.266273,31.97592544555664,31.96973419189453
0,0,1,4,44.082615,129.11407,0.6887908577919006,2.0174074172973633,102.63177,0.17251839,nan,nan
0,1,1,4,71.809166,204.19626,1.1220182180404663,3.1905665397644043,158.4381,0.11538563,11.324180603027344,11.326964378356934
0,2,1,4,46.18401,104.48802,1.020532073018902,2.3088809001036705,88.90007,13.217556,15.988323211669922,15.989219665527344
0,3,1,4,31.0836,68.702286,0.9713624715805054,2.146946430206299,59.801384,30.981726,22.61743927001953,22.615856170654297
0,4,1,4,24.805088,45.527405,1.0962403727053238,2.0120460408380536,48.17698,29.355589,31.97587013244629,31.969688415527344
0,0,1,4,44.13747,128.90869,0.6896479725837708,2.0141983032226562,102.38102,0.15221323,nan,nan
0,1,1,4,72.2281,204.82314,1.1285641193389893,3.200361490249634,156.85902,0.110202506,11.324185371398926,11.326974868774414
0,2,1,4,46.250706,105.88271,1.0220058640176308,2.339699518671807,90.50122,12.75504,15.98831558227539,15.989215850830078
0,3,1,4,31.117231,69.5646,0.9724134802818298,2.173893690109253,60.863888,31.159538,22.61736297607422,22.6158390045166
0,4,1,4,24.356852,46.02671,1.0764309324367185,2.0341124448444172,47.279987,29.870703,31.975759506225586,31.96965980529785
0,0,1,4,43.95376,129.26277,0.6867774724960327,2.019730806350708,102.78187,0.1510408,nan,nan
0,1,1,4,71.785675,205.1471,1.1216511726379395,3.205423355102539,156.67532,0.11978743,11.324207305908203,11.326980590820312
0,2,1,4,46.228065,105.05434,1.0215055809258067,2.321394805188737,89.70371,16.525213,15.988321304321289,15.989222526550293
0,3,1,4,30.831343,69.12453,0.9634794592857361,2.1601414680480957,60.425026,31.65507,22.617351531982422,22.61577796936035
0,4,1,4,24.275185,45.634464,1.0728217292113367,2.0167774460518864,47.557514,32.7322,31.97566795349121,31.969575881958008
0,0,1,4,44.05354,130.17136,0.6883365511894226,2.0339274406433105,103.05762,0.17893511,nan,nan
0,1,1,4,71.9679,206.3226,1.1244984865188599,3.2237906455993652,157.46086,0.14632875,11.324235916137695,11.327006340026855
0,2,1,4,46.306137,105.93567,1.0232307357290544,2.340869683773863,90.585266,13.0872135,15.988327980041504,15.989236831665039
0,3,1,4,31.007143,69.40809,0.9689732193946838,2.1690027713775635,60.613354,31.806879,22.617307662963867,22.615751266479492
0,4,1,4,24.67708,45.767326,1.0905831698171007,2.02264917639903,47.93071,32.118156,31.97559356689453,31.969499588012695
0,0,1,4,43.978756,129.63701,0.6871680617332458,2.025578260421753,103.3265,0.15219371,nan,nan
0,1,1,4,72.3829,205.40858,1.130982756614685,3.2095091342926025,157.04796,0.1041427,11.32424545288086,11.327021598815918
0,2,1,4,46.215042,105.51902,1.0212178022441742,2.331662957597749,89.96457,11.540957,15.988326072692871,15.989229202270508
0,3,1,4,30.97827,69.76239,0.968070924282074,2.180074691772461,61.14063,30.893812,22.617311477661133,22.615739822387695
0,4,1,4,24.196547,45.164127,1.0693463843768254,1.9959912947158895,47.10937,30.455462,31.975513458251953,31.969440460205078
0,0,1,4,44.05927,129.9176,0.6884260773658752,2.0299625396728516,103.08493,0.1382901,nan,nan
0,1,1,4,72.12472,206.11093,1.1269487142562866,3.2204833030700684,156.8843,0.10767917,11.324273109436035,11.32703971862793
0,2,1,4,46.227314,106.27356,1.0214889750674934,2.348336082281265,90.76536,13.832576,15.988334655761719,15.989238739013672
0,3,1,4,31.17527,70.68868,0.9742271900177002,2.2090213298797607,61.98372,30.648666,22.61728286743164,22.615724563598633
0,4,1,4,24.399092,45.71715,1.078297700650963,2.020431746405175,47.57972,33.565933,31.97545051574707,31.969375610351562
0,0,1,4,44.316437,129.83386,0.6924443244934082,2.028654098510742,103.020645,0.2144449,nan,nan
0,1,1,4,72.34641,205.23605,1.1304126977920532,3.206813335418701,157.25737,0.11837499,11.324286460876465,11.327047348022461
0,2,1,4,46.26358,105.74928,1.0222903552450795,2.3367510937373783,90.38539,15.059902,15.988340377807617,15.989222526550293
0,3,1,4,31.264507,69.446144,0.9770158529281616,2.170192003250122,60.955494,30.443224,22.617263793945312,22.615697860717773
0,4,1,4,24.668444,45.660126,1.090201487956986,2.0179115334516173,47.71759,30.187687,31.97537612915039,31.969343185424805
0,0,1,4,43.832016,129.0936,0.6848752498626709,2.017087459564209,102.59367,0.21549815,nan,nan
0,1,1,4,71.823296,204.1421,1.1222389936447144,3.189720392227173,156.49138,0.10937627,11.324312210083008,11.327061653137207
0,2,1,4,46.36903,105.17361,1.0246204859118528,2.3240303319198206,90.22585,12.3388815,15.988336563110352,15.98923397064209
0,3,1,4,31.477734,69.39697,0.9836791753768921,2.1686553955078125,61.11853,32.40397,22.617218017578125,22.615678787231445
0,4,1,4,24.790766,45.54609,1.0956074113343872,2.012871781894079,47.920547,31.464218,31.97530746459961,31.96927261352539
0,0,1,4,44.118877,129.07199,0.6893574595451355,2.016749858856201,102.53932,0.17754534,nan,nan
0,1,1,4,72.26171,204.32452,1.1290892362594604,3.192570686340332,156.37216,0.10376624,11.32433032989502,11.327078819274902
0,2,1,4,46.410587,105.10864,1.0255387814472081,2.3225948102595395,90.17678,13.343618,15.988341331481934,15.989245414733887
0,3,1,4,31.272318,68.661545,0.9772599339485168,2.1456732749938965,60.406647,31.193983,22.617216110229492,22.61563491821289
0,4,1,4,24.804304,46.029427,1.096205727995848,2.0342324790689763,48.25997,31.071733,31.9752197265625,31.96922492980957
0,0,2,3,42.469902,138.39317,0.6635922193527222,2.16239333152771,114.95182,0.10983648,nan,nan
0,1,2,3,72.81609,217.79912,1.1377514600753784,3.403111219406128,177.7808,0.08841671,11.32460880279541,11.325750350952148
0,2,2,3,44.94653,115.01753,0.993187366292428,2.5415524087206673,92.22463,9.794392,15.988579750061035,15.98893928527832
0,3,2,3,32.632004,82.18722,1.0197501182556152,2.5683505535125732,68.86137,37.118122,22.617321014404297,22.61686897277832
0,4,2,3,25.109146,48.814014,1.1096779681223552,2.157295038987207,48.91453,33.08477,31.975202560424805,31.972902297973633
0,0,2,3,42.653404,139.32571,0.6664594411849976,2.176964282989502,115.622215,0.17791623,nan,nan
0,1,2,3,72.78929,220.45499,1.1373326778411865,3.4446091651916504,179.25255,0.08616749,11.324488639831543,11.325695037841797
0,2,2,3,45.13746,116.68037,0.9974063501220655,2.578296199839859,93.49569,10.300637,15.988399505615234,15.98884105682373
0,3,2,3,33.03769,82.20275,1.0324277877807617,2.568835973739624,69.433464,38.126305,22.617198944091797,22.616806030273438
0,4,2,3,25.214611,49.61859,1.114338903805478,2.192852649201908,48.194508,32.923664,31.975059509277344,31.97278594970703
0,0,2,3,42.8514,140.14272,0.6695531010627747,2.189729928970337,116.495415,0.11735791,nan,nan
0,1,2,3,73.34053,221.33118,1.1459457874298096,3.4582996368408203,180.59811,0.09611656,11.324488639831543,11.325690269470215
0,2,2,3,45.38597,117.08875,1.002897747308247,2.587320345868223,93.56076,9.253566,15.988348960876465,15.988799095153809
0,3,2,3,32.88074,82.829506,1.027523159980774,2.5884220600128174,70.346596,36.258648,22.617124557495117,22.616716384887695
0,4,2,3,25.331905,50.796158,1.11952262899753,2.2448942290440077,48.964073,34.41043,31.974945068359375,31.97265625
0,0,2,3,42.656048,139.23027,0.6665007472038269,2.1754729747772217,115.45938,0.14089854,nan,nan
0,1,2,3,72.362114,218.98247,1.1306580305099487,3.4216010570526123,177.62598,0.09054534,11.32455062866211,11.32568645477295
0,2,2,3,44.887905,114.74698,0.9918919407565971,2.535573962553094,91.29558,10.474731,15.988346099853516,15.988753318786621
0,3,2,3,32.35709,81.48706,1.011159062385559,2.5464706420898438,68.62466,37.55712,22.617101669311523,22.616668701171875
0,4,2,3,24.915447,48.117138,1.1011176060150045,2.1264971566685387,48.44076,34.412895,31.974834442138672,31.97254180908203
0,0,2,3,42.341797,137.1557,0.661590576171875,2.1430578231811523,114.02593,0.14556654,nan,nan
0,1,2,3,72.261566,217.12921,1.129086971282959,3.392643928527832,176.53215,0.07997095,11.324606895446777,11.325703620910645
0,2,2,3,44.703804,114.00461,0.9878238426446286,2.5191697347630777,91.19478,10.897943,15.988358497619629,15.98873519897461
0,3,2,3,32.66512,80.72107,1.0207849740982056,2.522533416748047,68.29612,38.83335,22.61709976196289,22.61665153503418
0,4,2,3,25.465519,48.86791,1.1254275710613002,2.1596768416902545,49.072823,32.360058,31.974693298339844,31.972455978393555
0,0,2,3,42.43956,138.68796,0.6631181240081787,2.166999340057373,115.180466,0.11499106,nan,nan
0,1,2,3,72.261086,218.26556,1.1290794610977173,3.4103994369506836,178.33199,0.08020276,11.324658393859863,11.325735092163086
0,2,2,3,44.772705,113.57868,0.9893463554002362,2.509758006315807,90.47042,9.907564,15.988361358642578,15.988739967346191
0,3,2,3,32.531883,80.66504,1.0166213512420654,2.520782470703125,67.915474,37.120346,22.61707305908203,22.616615295410156
0,4,2,3,24.941355,47.3209,1.1022625673016515,2.091308078497217,48.238888,32.970547,31.974592208862305,31.972352981567383
0,0,2,3,42.521404,138.04652,0.6643969416618347,2.1569769382476807,114.36009,0.12194914,nan,nan
0,1,2,3,72.50186,217.62723,1.1328415870666504,3.400425434112549,177.14674,0.08560821,11.324726104736328,11.325743675231934
0,2,2,3,44.860016,114.1025,0.9912756695376709,2.521332879616051,91.44362,10.374932,15.988388061523438,15.988717079162598
0,3,2,3,32.37966,80.16187,1.011864423751831,2.505058526992798,68.22073,36.42741,22.617055892944336,22.616558074951172
0,4,2,3,25.260399,48.45909,1.116362458296183,2.141609499257999,48.460575,33.97542,31.974504470825195,31.972265243530273
0,0,2,3,42.563747,139.45444,0.6650585532188416,2.1789755821228027,115.99696,0.13759585,nan,nan
0,1,2,3,72.41687,218.70348,1.1315135955810547,3.4172418117523193,179.16348,0.10745326,11.32480525970459,11.325778007507324
0,2,2,3,45.058598,113.41105,0.9956637465235341,2.5060538040938813,91.275406,10.887903,15.988425254821777,15.988734245300293
0,0,0,1,41.24067687988281,120.45845794677734,0.644385576248169,1.882163405418396,99.90576934814453,0.16123473644256592,nan,nan
0,50,0,3,41.24067687988281,120.45845794677734,0.644385576248169,1.882163405418396,95.75946807861328,0.12082725763320923,nan,nan
0,50,0,3,70.38275146484375,208.50125122070312,1.0997304916381836,3.2578320503234863,178.21231079101562,0.11037933081388474,11.32563304901123,11.325752258300781
0,50,0,3,43.161949157714844,124.42611694335938,0.9537533418327862,2.7494547202299935,114.31725311279297,9.799644470214844,15.991000175476074,15.98895263671875
0,50,0,3,30.941417694091797,93.12886810302734,0.9669193029403687,2.9102771282196045,83.03406524658203,40.644412994384766,22.620241165161133,22.616992950439453
0,50,0,3,20.584674835205078,72.19239044189453,0.9097226977808492,3.1904830519706575,64.8325424194336,49.095096588134766,31.981918334960938,31.974008560180664
0,50,0,3,41.858116149902344,114.301025390625,0.6540330648422241,1.7859535217285156,96.11292266845703,0.1563093364238739,nan,nan
0,50,0,3,71.7619400024414,198.6010284423828,1.121280312538147,3.1031410694122314,169.12213134765625,0.07905543595552444,11.325325965881348,11.325695037841797
0,50,0,3,44.400882720947266,120.1703109741211,0.9811301644578254,2.6554138058467878,108.8300552368164,11.16736888885498,15.990666389465332,15.988846778869629
0,50,0,3,32.932918548583984,87.3414077758789,1.0291537046432495,2.729418992996216,78.1452407836914,36.78634262084961,22.619979858398438,22.616886138916016
0,50,0,3,21.210573196411133,65.84044647216797,0.937383758752246,2.909764136051242,62.253665924072266,43.850093841552734,31.981698989868164,31.973876953125
0,50,0,3,42.50837707519531,115.98323822021484,0.6641933917999268,1.812238097190857,96.9546127319336,0.09589565545320511,nan,nan
0,50,0,3,72.08647918701172,190.5816192626953,1.126351237297058,2.9778378009796143,161.2038116455078,0.07095301151275635,11.325032234191895,11.325689315795898
0,50,0,3,45.63556671142578,111.5916748046875,1.0084130839043826,2.465850936823704,100.84954833984375,9.08073902130127,15.9903564453125,15.988802909851074
0,50,0,3,32.01361083984375,74.8980941772461,1.0004253387451172,2.3405654430389404,67.49568939208984,35.299468994140625,22.61975860595703,22.616825103759766
0,50,0,3,22.59059715270996,53.72565460205078,0.9983727773584203,2.374360918299772,53.89082717895508,35.686767578125,31.981508255004883,31.973766326904297
0,50,0,3,41.540626525878906,117.87902069091797,0.6490722894668579,1.8418596982955933,96.80748748779297,0.1142079159617424,nan,nan
0,50,0,3,70.8177719116211,193.7475128173828,1.1065276861190796,3.0273048877716064,165.53897094726562,0.07493418455123901,11.324789047241211,11.325689315795898
0,50,0,3,44.58369827270508,108.91820526123047,0.9851698555938976,2.406775047965136,99.85496520996094,11.06590461730957,15.990084648132324,15.988768577575684
0,50,0,3,31.750532150268555,76.29460906982422,0.9922041296958923,2.384206533432007,70.29251098632812,31.533443450927734,22.619569778442383,22.616769790649414
0,50,0,3,21.602476119995117,52.110233306884766,0.9547035846793128,2.3029687087819566,53.28009033203125,33.84693908691406,31.9813289642334,31.973661422729492
0,50,0,3,43.33115768432617,118.96427917480469,0.6770493388175964,1.8588168621063232,95.96778106689453,0.11060645431280136,nan,nan
0,50,0,3,71.7597427368164,191.4007110595703,1.1212459802627563,2.990636110305786,161.59359741210938,0.08567529916763306,11.324549674987793,11.325703620910645
0,50,0,3,44.94834518432617,104.5335464477539,0.9932274900922103,2.3098868610839287,94.18291473388672,11.795354843139648,15.98984146118164,15.988750457763672
0,50,0,3,32.43291473388672,71.13865661621094,1.01352858543396,2.223083019256592,64.2635726928711,33.71073913574219,22.619394302368164,22.61672592163086
0,50,0,3,21.941936492919922,53.8555793762207,0.9697057554067655,2.380102836353502,52.43120193481445,36.330081939697266,31.981149673461914,31.973560333251953
0,150,0,3,41.24067687988281,120.45845794677734,0.644385576248169,1.882163405418396,95.75946807861328,0.12082725763320923,nan,nan
0,150,0,3,70.38275146484375,208.50125122070312,1.0997304916381836,3.2578320503234863,178.21231079101562,0.11037933081388474,11.32563304901123,11.325752258300781
0,150,0,3,43.161949157714844,124.42611694335938,0.9537533418327862,2.7494547202299935,114.31725311279297,9.799644470214844,15.991000175476074,15.98895263671875
0,150,0,3,30.941417694091797,93.12886810302734,0.9669193029403687,2.9102771282196045,83.03406524658203,40.644412994384766,22.620241165161133,22.616992950439453
0,150,0,3,20.584674835205078,72.19239044189453,0.9097226977808492,3.1904830519706575,64.8325424194336,49.095096588134766,31.981918334960938,31.974008560180664
0,150,0,3,41.858116149902344,114.301025390625,0.6540330648422241,1.7859535217285156,96.11292266845703,0.1563093364238739,nan,nan
0,150,0,3,71.7619400024414,198.6010284423828,1.121280312538147,3.1031410694122314,169.12213134765625,0.07905543595552444,11.325325965881348,11.325695037841797
0,200,0,3,41.24067687988281,120.45845794677734,0.644385576248169,1.882163405418396,95.75946807861328,0.12082725763320923,nan,nan
0,200,0,3,70.38275146484375,208.50125122070312,1.0997304916381836,3.2578320503234863,178.21231079101562,0.11037933081388474,11.32563304901123,11.325752258300781
0,200,0,3,43.161949157714844,124.42611694335938,0.9537533418327862,2.7494547202299935,114.31725311279297,9.799644470214844,15.991000175476074,15.98895263671875
0,200,0,3,30.941417694091797,93.12886810302734,0.9669193029403687,2.9102771282196045,83.03406524658203,40.644412994384766,22.620241165161133,22.616992950439453
0,200,0,3,20.584674835205078,72.19239044189453,0.9097226977808492,3.1904830519706575,64.8325424194336,49.095096588134766,31.981918334960938,31.974008560180664
0,1000,0,3,41.24067687988281,120.45845794677734,0.644385576248169,1.882163405418396,95.75946807861328,0.12082725763320923,nan,nan
0,1000,0,3,70.38275146484375,208.50125122070312,1.0997304916381836,3.2578320503234863,178.21231079101562,0.11037933081388474,11.32563304901123,11.325752258300781
0,1000,0,3,43.161949157714844,124.42611694335938,0.9537533418327862,2.7494547202299935,114.31725311279297,9.799644470214844,15.991000175476074,15.98895263671875
0,1000,0,3,30.941417694091797,93.12886810302734,0.9669193029403687,2.9102771282196045,83.03406524658203,40.644412994384766,22.620241165161133,22.616992950439453
0,1000,0,3,20.584674835205078,72.19239044189453,0.9097226977808492,3.1904830519706575,64.8325424194336,49.095096588134766,31.981918334960938,31.974008560180664
0,1000,0,3,41.858116149902344,114.301025390625,0.6540330648422241,1.7859535217285156,96.11292266845703,0.1563093364238739,nan,nan
0,1000,0,3,71.7619400024414,198.6010284423828,1.121280312538147,3.1031410694122314,169.12213134765625,0.07905543595552444,11.325325965881348,11.325695037841797
0,1000,0,3,44.400882720947266,120.1703109741211,0.9811301644578254,2.6554138058467878,108.8300552368164,11.16736888885498,15.990666389465332,15.988846778869629
0,1000,0,3,32.932918548583984,87.3414077758789,1.0291537046432495,2.729418992996216,78.1452407836914,36.78634262084961,22.619979858398438,22.616886138916016
0,1000,0,3,21.210573196411133,65.84044647216797,0.937383758752246,2.909764136051242,62.253665924072266,43.850093841552734,31.981698989868164,31.973876953125
0,1000,0,3,42.50837707519531,115.98323822021484,0.6641933917999268,1.812238097190857,96.9546127319336,0.09589565545320511,nan,nan
0,1000,0,3,72.08647918701172,190.5816192626953,1.126351237297058,2.9778378009796143,161.2038116455078,0.07095301151275635,11.325032234191895,11.325689315795898
0,1000,0,3,45.63556671142578,111.5916748046875,1.0084130839043826,2.465850936823704,100.84954833984375,9.08073902130127,15.9903564453125,15.988802909851074
0,1000,0,3,32.01361083984375,74.8980941772461,1.0004253387451172,2.3405654430389404,67.49568939208984,35.299468994140625,22.61975860595703,22.616825103759766
0,1000,0,3,22.59059715270996,53.72565460205078,0.9983727773584203,2.374360918299772,53.89082717895508,35.686767578125,31.981508255004883,31.973766326904297
0,1000,0,3,41.540626525878906,117.87902069091797,0.6490722894668579,1.8418596982955933,96.80748748779297,0.1142079159617424,nan,nan
0,2000,0,3,41.24067687988281,120.45845794677734,0.644385576248169,1.882163405418396,95.75946807861328,0.12082725763320923,nan,nan
0,2000,0,3,70.38275146484375,208.50125122070312,1.0997304916381836,3.2578320503234863,178.21231079101562,0.11037933081388474,11.32563304901123,11.325752258300781
0,2000,0,3,43.161949157714844,124.42611694335938,0.9537533418327862,2.7494547202299935,114.31725311279297,9.799644470214844,15.991000175476074,15.98895263671875
0,2000,0,3,30.941417694091797,93.12886810302734,0.9669193029403687,2.9102771282196045,83.03406524658203,40.644412994384766,22.620241165161133,22.616992950439453
0,2000,0,3,20.584674835205078,72.19239044189453,0.9097226977808492,3.1904830519706575,64.8325424194336,49.095096588134766,31.981918334960938,31.974008560180664
0,2000,0,3,41.858116149902344,114.301025390625,0.6540330648422241,1.7859535217285156,96.11292266845703,0.1563093364238739,nan,nan
0,2000,0,3,71.7619400024414,198.6010284423828,1.121280312538147,3.1031410694122314,169.12213134765625,0.07905543595552444,11.325325965881348,11.325695037841797
0,2000,0,3,44.400882720947266,120.1703109741211,0.9811301644578254,2.6554138058467878,108.8300552368164,11.16736888885498,15.990666389465332,15.988846778869629
0,2000,0,3,32.932918548583984,87.3414077758789,1.0291537046432495,2.729418992996216,78.1452407836914,36.78634262084961,22.619979858398438,22.616886138916016
0,2000,0,3,21.210573196411133,65.84044647216797,0.937383758752246,2.909764136051242,62.253665924072266,43.850093841552734,31.981698989868164,31.973876953125
0,2000,0,3,42.50837707519531,115.98323822021484,0.6641933917999268,1.812238097190857,96.9546127319336,0.09589565545320511,nan,nan
0,2000,0,3,72.08647918701172,190.5816192626953,1.126351237297058,2.9778378009796143,161.2038116455078,0.07095301151275635,11.325032234191895,11.325689315795898
0,2000,0,3,45.63556671142578,111.5916748046875,1.0084130839043826,2.465850936823704,100.84954833984375,9.08073902130127,15.9903564453125,15.988802909851074
0,2000,0,3,32.01361083984375,74.8980941772461,1.0004253387451172,2.3405654430389404,67.49568939208984,35.299468994140625,22.61975860595703,22.616825103759766
0,2000,0,3,22.59059715270996,53.72565460205078,0.9983727773584203,2.374360918299772,53.89082717895508,35.686767578125,31.981508255004883,31.973766326904297
0,2000,0,3,41.540626525878906,117.87902069091797,0.6490722894668579,1.8418596982955933,96.80748748779297,0.1142079159617424,nan,nan
0,2000,0,3,70.8177719116211,193.7475128173828,1.1065276861190796,3.0273048877716064,165.53897094726562,0.07493418455123901,11.324789047241211,11.325689315795898
0,2000,0,3,44.58369827270508,108.91820526123047,0.9851698555938976,2.406775047965136,99.85496520996094,11.06590461730957,15.990084648132324,15.988768577575684
0,2000,0,3,31.750532150268555,76.29460906982422,0.9922041296958923,2.384206533432007,70.29251098632812,31.533443450927734,22.619569778442383,22.616769790649414
0,2000,0,3,21.602476119995117,52.110233306884766,0.9547035846793128,2.3029687087819566,53.28009033203125,33.84693908691406,31.9813289642334,31.973661422729492
0,2000,0,3,43.33115768432617,118.96427917480469,0.6770493388175964,1.8588168621063232,95.96778106689453,0.11060645431280136,nan,nan
0,2000,0,3,71.7597427368164,191.4007110595703,1.1212459802627563,2.990636110305786,161.59359741210938,0.08567529916763306,11.324549674987793,11.325703620910645
0,2000,0,3,44.94834518432617,104.5335464477539,0.9932274900922103,2.3098868610839287,94.18291473388672,11.795354843139648,15.98984146118164,15.988750457763672
0,2000,0,3,32.43291473388672,71.13865661621094,1.01352858543396,2.223083019256592,64.2635726928711,33.71073913574219,22.619394302368164,22.61672592163086
0,2000,0,3,21.941936492919922,53.8555793762207,0.9697057554067655,2.380102836353502,52.43120193481445,36.330081939697266,31.981149673461914,31.973560333251953
0,2000,0,3,42.62540817260742,118.73373413085938,0.666022002696991,1.8552145957946777,96.68363952636719,0.09718789160251617,nan,nan
0,2000,0,3,70.09095764160156,194.64462280273438,1.0951712131500244,3.0413222312927246,163.64422607421875,0.07192204892635345,11.324350357055664,11.32573413848877
0,2000,0,3,44.91395950317383,112.02213287353516,0.992467666707256,2.4753628061830364,101.02461242675781,9.511026382446289,15.989622116088867,15.988749504089355
0,2000,0,3,32.02449035644531,77.2498779296875,1.000765323638916,2.4140586853027344,69.85173034667969,37.01093673706055,22.619239807128906,22.61669158935547
0,2000,0,3,22.29840087890625,51.38803482055664,0.9854594044431675,2.271051743341627,53.02985382080078,34.653594970703125,31.980972290039062,31.973459243774414
0,1000,0,3,41.24067687988281,120.45845794677734,0.644385576248169,1.882163405418396,95.75946807861328,0.12082725763320923,nan,nan
0,1000,0,3,70.38275146484375,208.50125122070312,1.0997304916381836,3.2578320503234863,178.21231079101562,0.11037933081388474,11.32563304901123,11.325752258300781
0,1000,0,3,43.161949157714844,124.42611694335938,0.9537533418327862,2.7494547202299935,114.31725311279297,9.799644470214844,15.991000175476074,15.98895263671875
0,1000,0,3,30.941417694091797,93.12886810302734,0.9669193029403687,2.9102771282196045,83.03406524658203,40.644412994384766,22.620241165161133,22.616992950439453
0,1000,0,3,20.584674835205078,72.19239044189453,0.9097226977808492,3.1904830519706575,64.8325424194336,49.095096588134766,31.981918334960938,31.974008560180664
0,1000,0,3,41.858116149902344,114.301025390625,0.6540330648422241,1.7859535217285156,96.11292266845703,0.1563093364238739,nan,nan
0,1000,0,3,41.24067687988281,120.45845794677734,0.644385576248169,1.882163405418396,95.75946807861328,0.12082725763320923,nan,nan
0,1000,0,3,70.38275146484375,208.50125122070312,1.0997304916381836,3.2578320503234863,178.21231079101562,0.11037933081388474,11.32563304901123,11.325752258300781
0,1000,0,3,43.161949157714844,124.42611694335938,0.9537533418327862,2.7494547202299935,114.31725311279297,9.799644470214844,15.991000175476074,15.98895263671875
0,1000,0,3,30.941417694091797,93.12886810302734,0.9669193029403687,2.9102771282196045,83.03406524658203,40.644412994384766,22.620241165161133,22.616992950439453
0,1000,0,3,20.584674835205078,72.19239044189453,0.9097226977808492,3.1904830519706575,64.8325424194336,49.095096588134766,31.981918334960938,31.974008560180664
0,1000,0,3,41.858116149902344,114.301025390625,0.6540330648422241,1.7859535217285156,96.11292266845703,0.1563093364238739,nan,nan
0,1000,0,3,71.7619400024414,198.6010284423828,1.121280312538147,3.1031410694122314,169.12213134765625,0.07905543595552444,11.325325965881348,11.325695037841797
0,1000,0,3,44.400882720947266,120.1703109741211,0.9811301644578254,2.6554138058467878,108.8300552368164,11.16736888885498,15.990666389465332,15.988846778869629
0,1000,0,3,32.932918548583984,87.3414077758789,1.0291537046432495,2.729418992996216,78.1452407836914,36.78634262084961,22.619979858398438,22.616886138916016
0,1000,0,3,21.210573196411133,65.84044647216797,0.937383758752246,2.909764136051242,62.253665924072266,43.850093841552734,31.981698989868164,31.973876953125
0,1000,0,3,42.50837707519531,115.98323822021484,0.6641933917999268,1.812238097190857,96.9546127319336,0.09589565545320511,nan,nan
0,1000,0,3,72.08647918701172,190.5816192626953,1.126351237297058,2.9778378009796143,161.2038116455078,0.07095301151275635,11.325032234191895,11.325689315795898
0,1000,0,3,45.63556671142578,111.5916748046875,1.0084130839043826,2.465850936823704,100.84954833984375,9.08073902130127,15.9903564453125,15.988802909851074
0,1000,0,3,32.01361083984375,74.8980941772461,1.0004253387451172,2.3405654430389404,67.49568939208984,35.299468994140625,22.61975860595703,22.616825103759766
0,1000,0,3,22.59059715270996,53.72565460205078,0.9983727773584203,2.374360918299772,53.89082717895508,35.686767578125,31.981508255004883,31.973766326904297
0,1000,0,3,41.540626525878906,117.87902069091797,0.6490722894668579,1.8418596982955933,96.80748748779297,0.1142079159617424,nan,nan
0,1000,0,3,70.8177719116211,193.7475128173828,1.1065276861190796,3.0273048877716064,165.53897094726562,0.07493418455123901,11.324789047241211,11.325689315795898
0,1000,0,3,44.58369827270508,108.91820526123047,0.9851698555938976,2.406775047965136,99.85496520996094,11.06590461730957,15.990084648132324,15.988768577575684
0,1000,0,3,31.750532150268555,76.29460906982422,0.9922041296958923,2.384206533432007,70.29251098632812,31.533443450927734,22.619569778442383,22.616769790649414
0,1000,0,3,21.602476119995117,52.110233306884766,0.9547035846793128,2.3029687087819566,53.28009033203125,33.84693908691406,31.9813289642334,31.973661422729492
0,1000,0,3,43.33115768432617,118.96427917480469,0.6770493388175964,1.8588168621063232,95.96778106689453,0.11060645431280136,nan,nan
0,1000,0,3,71.7597427368164,191.4007110595703,1.1212459802627563,2.990636110305786,161.59359741210938,0.08567529916763306,11.324549674987793,11.325703620910645
0,1000,0,3,44.94834518432617,104.5335464477539,0.9932274900922103,2.3098868610839287,94.18291473388672,11.795354843139648,15.98984146118164,15.988750457763672
0,1000,0,3,32.43291473388672,71.13865661621094,1.01352858543396,2.223083019256592,64.2635726928711,33.71073913574219,22.619394302368164,22.61672592163086
0,1000,0,3,21.941936492919922,53.8555793762207,0.9697057554067655,2.380102836353502,52.43120193481445,36.330081939697266,31.981149673461914,31.973560333251953
0,1000,0,3,42.62540817260742,118.73373413085938,0.666022002696991,1.8552145957946777,96.68363952636719,0.09718789160251617,nan,nan
0,1000,0,3,70.09095764160156,194.64462280273438,1.0951712131500244,3.0413222312927246,163.64422607421875,0.07192204892635345,11.324350357055664,11.32573413848877
0,1000,0,3,44.91395950317383,112.02213287353516,0.992467666707256,2.4753628061830364,101.02461242675781,9.511026382446289,15.989622116088867,15.988749504089355
0,1000,0,3,32.02449035644531,77.2498779296875,1.000765323638916,2.4140586853027344,69.85173034667969,37.01093673706055,22.619239807128906,22.61669158935547
0,1000,0,3,22.29840087890625,51.38803482055664,0.9854594044431675,2.271051743341627,53.02985382080078,34.653594970703125,31.980972290039062,31.973459243774414
0,1000,0,3,42.78034591674805,117.52305603027344,0.6684429049491882,1.8362977504730225,96.1268310546875,0.09623946249485016,nan,nan
0,1000,0,3,70.48368072509766,187.39959716796875,1.1013075113296509,2.9281187057495117,157.33387756347656,0.08323315531015396,11.32418441772461,11.325745582580566
0,1000,0,3,45.360511779785156,103.17613983154297,1.0023351711743236,2.279892129110484,92.3585205078125,9.021846771240234,15.989429473876953,15.988736152648926
