x,y
0.11037933081388474,nan
0.07905543595552444,88.0
0.07095301151275635,89.55000000000001
0.07493418455123901,90.2
0.08567529916763306,89.95
0.07192204892635345,90.2
0.08323315531015396,90.35000000000001
0.09489971399307251,90.35
0.0961432084441185,90.8
0.0889003574848175,90.2
0.08592670410871506,90.64999999999999
0.08141570538282394,90.95
0.09067463874816895,89.95
0.07400373369455338,90.25
0.08132053911685944,90.14999999999999
0.08478100597858429,89.9
0.07065384835004807,90.10000000000001
0.0874231681227684,89.45
0.09051582217216492,90.05
0.07327800244092941,89.2
0.06704230606555939,89.3
0.0814611166715622,88.85
0.10982909053564072,88.94999999999999
0.0748131275177002,88.44999999999999
0.08344198763370514,88.2
