x,y
0,"tensor(0.0105, device='cuda:0')"
1,"tensor(0.0108, device='cuda:0')"
2,"tensor(0.0112, device='cuda:0')"
3,"tensor(0.0112, device='cuda:0')"
4,"tensor(0.0113, device='cuda:0')"
5,"tensor(0.0114, device='cuda:0')"
6,"tensor(0.0114, device='cuda:0')"
7,"tensor(0.0115, device='cuda:0')"
8,"tensor(0.0113, device='cuda:0')"
9,"tensor(0.0115, device='cuda:0')"
10,"tensor(0.0115, device='cuda:0')"
11,"tensor(0.0115, device='cuda:0')"
12,"tensor(0.0114, device='cuda:0')"
13,"tensor(0.0113, device='cuda:0')"
14,"tensor(0.0113, device='cuda:0')"
15,"tensor(0.0115, device='cuda:0')"
16,"tensor(0.0114, device='cuda:0')"
17,"tensor(0.0114, device='cuda:0')"
18,"tensor(0.0114, device='cuda:0')"
19,"tensor(0.0113, device='cuda:0')"
20,"tensor(0.0114, device='cuda:0')"
21,"tensor(0.0114, device='cuda:0')"
22,"tensor(0.0113, device='cuda:0')"
23,"tensor(0.0114, device='cuda:0')"
24,"tensor(0.0114, device='cuda:0')"
