x,y
0,0.17165587842464447
1,0.17455995082855225
2,0.25518935918807983
3,0.1860663741827011
4,0.15559226274490356
5,0.17268233001232147
6,0.16488826274871826
7,0.2124253660440445
8,0.20719517767429352
9,0.16487881541252136
10,0.1548854410648346
11,0.3139883279800415
12,0.1682809591293335
13,0.15853403508663177
14,0.1998549997806549
15,0.14778056740760803
16,0.23515774309635162
17,0.15604950487613678
18,0.1702820062637329
19,0.18745660781860352
20,0.18356092274188995
21,0.13906466960906982
22,0.18373236060142517
23,0.2567560076713562
24,0.24479345977306366
