x,y
0,"tensor(0.1134, device='cuda:0')"
1,"tensor(0.1229, device='cuda:0')"
2,"tensor(0.1245, device='cuda:0')"
3,"tensor(0.1234, device='cuda:0')"
4,"tensor(0.1241, device='cuda:0')"
5,"tensor(0.1291, device='cuda:0')"
6,"tensor(0.1251, device='cuda:0')"
7,"tensor(0.1296, device='cuda:0')"
8,"tensor(0.1281, device='cuda:0')"
9,"tensor(0.1314, device='cuda:0')"
10,"tensor(0.1298, device='cuda:0')"
11,"tensor(0.1304, device='cuda:0')"
12,"tensor(0.1343, device='cuda:0')"
13,"tensor(0.1317, device='cuda:0')"
14,"tensor(0.1358, device='cuda:0')"
15,"tensor(0.1352, device='cuda:0')"
16,"tensor(0.1341, device='cuda:0')"
17,"tensor(0.1379, device='cuda:0')"
18,"tensor(0.1382, device='cuda:0')"
19,"tensor(0.1387, device='cuda:0')"
20,"tensor(0.1392, device='cuda:0')"
21,"tensor(0.1402, device='cuda:0')"
22,"tensor(0.1406, device='cuda:0')"
23,"tensor(0.1408, device='cuda:0')"
24,"tensor(0.1439, device='cuda:0')"
