x,y
166.5750274658203,0.10111555457115173
169.0850830078125,0.12795616686344147
167.33987426757812,0.09875912964344025
168.2639923095703,0.1253434419631958
165.50515747070312,0.11268699914216995
166.0634002685547,0.09864220768213272
167.63621520996094,0.107744500041008
166.2953338623047,0.09621083736419678
167.774658203125,0.0974118635058403
165.8417510986328,0.10330130159854889
162.84881591796875,0.1125732883810997
166.8354034423828,0.10902038216590881
164.84735107421875,0.09827008098363876
166.88348388671875,0.10946771502494812
163.9737548828125,0.09882918000221252
165.6172332763672,0.09596699476242065
167.17611694335938,0.08834409713745117
165.48037719726562,0.1366489827632904
165.39410400390625,0.1183251291513443
166.2095184326172,0.10389402508735657
164.72830200195312,0.09337080270051956
166.72134399414062,0.1040257066488266
165.52357482910156,0.10804758220911026
165.04080200195312,0.1180918887257576
163.8275604248047,0.09577678889036179
