x,y
0,"tensor([-0.4786, -0.5447, -0.4979,  ...,  0.0042,  0.1392, -0.1196])"
1,"tensor([-0.4490, -0.5873, -0.5046,  ..., -0.0134, -0.0045, -0.0389])"
2,"tensor([-0.3009, -0.3709, -0.2534,  ..., -0.1376,  0.0711, -0.1080])"
3,"tensor([-0.3498, -0.5476, -0.2116,  ..., -0.0236, -0.0151, -0.1116])"
4,"tensor([-0.3570, -0.3858, -0.3086,  ..., -0.1356,  0.0542, -0.1580])"
5,"tensor([-0.3387, -0.4874, -0.3585,  ..., -0.1823,  0.0356, -0.0909])"
6,"tensor([-0.3134, -0.3782, -0.2302,  ..., -0.1491, -0.0098, -0.1634])"
7,"tensor([-0.3206, -0.5913, -0.2877,  ..., -0.1454, -0.1239, -0.0133])"
8,"tensor([-0.3244, -0.5306, -0.3298,  ..., -0.1605, -0.0719, -0.0699])"
9,"tensor([-0.2049, -0.4501, -0.2604,  ..., -0.1252, -0.0495, -0.0816])"
10,"tensor([-0.2116, -0.4558, -0.1856,  ..., -0.0648, -0.0771, -0.0832])"
11,"tensor([-0.2484, -0.5478, -0.3503,  ..., -0.1517, -0.1297, -0.0136])"
12,"tensor([-0.2704, -0.4866, -0.2454,  ..., -0.1794, -0.1739, -0.1141])"
13,"tensor([-0.2594, -0.4527, -0.3012,  ..., -0.1114, -0.2029,  0.0076])"
14,"tensor([-0.1541, -0.3377, -0.1676,  ..., -0.1834, -0.2176, -0.0513])"
15,"tensor([-0.2157, -0.4674, -0.2908,  ..., -0.2047, -0.3272, -0.0332])"
16,"tensor([-0.2943, -0.5223, -0.3340,  ..., -0.1932, -0.2327, -0.0024])"
17,"tensor([-0.2138, -0.4717, -0.2647,  ..., -0.1370, -0.2427, -0.0734])"
18,"tensor([-0.3218, -0.5309, -0.2335,  ..., -0.0344, -0.1758,  0.1917])"
19,"tensor([-0.2277, -0.5276, -0.3289,  ..., -0.1290, -0.2955, -0.0642])"
20,"tensor([-0.1679, -0.4678, -0.1407,  ..., -0.1468, -0.1690, -0.0600])"
21,"tensor([-0.2665, -0.4867, -0.2107,  ..., -0.0485, -0.2868, -0.0551])"
22,"tensor([-0.1871, -0.4836, -0.3231,  ..., -0.1726, -0.2305, -0.0034])"
23,"tensor([-0.1127, -0.4441, -0.2793,  ..., -0.1240, -0.2776, -0.0141])"
24,"tensor([-0.1666, -0.4369, -0.3846,  ..., -0.1758, -0.2396, -0.0634])"
