x,y
0.09632334113121033,0.05
0.09499333798885345,0.2
0.09536000341176987,0.1
0.09563001245260239,0.15
0.0958433449268341,0.25
0.09514667093753815,0.35000000000000003
0.0957433432340622,0.15
0.0954200029373169,0.5
0.0953500047326088,0.5
0.09610667824745178,0.5
0.09577000886201859,0.2
0.09597666561603546,0.44999999999999996
0.09542667120695114,0.6
0.09548667073249817,0.44999999999999996
0.09571333974599838,0.4
0.09586000442504883,0.5
0.09598333388566971,0.8999999999999999
0.09581999480724335,0.6
0.09548667818307877,0.65
0.0962066724896431,1.2
0.09682666510343552,0.7000000000000001
0.09693001210689545,1.15
0.09622333943843842,0.8999999999999999
0.09619000554084778,0.95
0.09596333652734756,0.8
