x,y
0,"tensor(0.1123, device='cuda:0')"
1,"tensor(0.1120, device='cuda:0')"
2,"tensor(0.1075, device='cuda:0')"
3,"tensor(0.1095, device='cuda:0')"
4,"tensor(0.1109, device='cuda:0')"
5,"tensor(0.1112, device='cuda:0')"
6,"tensor(0.1130, device='cuda:0')"
7,"tensor(0.1136, device='cuda:0')"
8,"tensor(0.1103, device='cuda:0')"
9,"tensor(0.1133, device='cuda:0')"
10,"tensor(0.1112, device='cuda:0')"
11,"tensor(0.1147, device='cuda:0')"
12,"tensor(0.1152, device='cuda:0')"
13,"tensor(0.1128, device='cuda:0')"
14,"tensor(0.1126, device='cuda:0')"
15,"tensor(0.1161, device='cuda:0')"
16,"tensor(0.1140, device='cuda:0')"
17,"tensor(0.1146, device='cuda:0')"
18,"tensor(0.1169, device='cuda:0')"
19,"tensor(0.1166, device='cuda:0')"
20,"tensor(0.1173, device='cuda:0')"
21,"tensor(0.1179, device='cuda:0')"
22,"tensor(0.1163, device='cuda:0')"
23,"tensor(0.1197, device='cuda:0')"
24,"tensor(0.1143, device='cuda:0')"
