x,y
0,"tensor(0.0979, device='cuda:0')"
1,"tensor(0.0973, device='cuda:0')"
2,"tensor(0.0926, device='cuda:0')"
3,"tensor(0.0945, device='cuda:0')"
4,"tensor(0.0966, device='cuda:0')"
5,"tensor(0.0965, device='cuda:0')"
6,"tensor(0.0986, device='cuda:0')"
7,"tensor(0.0989, device='cuda:0')"
8,"tensor(0.0957, device='cuda:0')"
9,"tensor(0.0987, device='cuda:0')"
10,"tensor(0.0963, device='cuda:0')"
11,"tensor(0.0999, device='cuda:0')"
12,"tensor(0.1004, device='cuda:0')"
13,"tensor(0.0981, device='cuda:0')"
14,"tensor(0.0977, device='cuda:0')"
15,"tensor(0.1011, device='cuda:0')"
16,"tensor(0.0990, device='cuda:0')"
17,"tensor(0.0998, device='cuda:0')"
18,"tensor(0.1029, device='cuda:0')"
19,"tensor(0.1014, device='cuda:0')"
20,"tensor(0.1025, device='cuda:0')"
21,"tensor(0.1031, device='cuda:0')"
22,"tensor(0.1012, device='cuda:0')"
23,"tensor(0.1049, device='cuda:0')"
24,"tensor(0.0990, device='cuda:0')"
