x,y
0.09632334113121033,nan
0.09499333798885345,86.15
0.09536000341176987,86.25
0.09563001245260239,86.20000000000002
0.0958433449268341,86.4
0.09514667093753815,86.30000000000001
0.0957433432340622,86.50000000000001
0.0954200029373169,86.15
0.0953500047326088,86.15
0.09610667824745178,86.15
0.09577000886201859,86.6
0.09597666561603546,86.35000000000001
0.09542667120695114,86.2
0.09548667073249817,86.35000000000001
0.09571333974599838,86.4
0.09586000442504883,86.3
0.09598333388566971,85.9
0.09581999480724335,86.2
0.09548667818307877,86.15
0.0962066724896431,85.6
0.09682666510343552,86.1
0.09693001210689545,85.7
0.09622333943843842,85.95
0.09619000554084778,85.9
0.09596333652734756,86.05000000000001
