x,y
0,"tensor(0.2592, device='cuda:0')"
1,"tensor(0.2551, device='cuda:0')"
2,"tensor(0.2461, device='cuda:0')"
3,"tensor(0.2381, device='cuda:0')"
4,"tensor(0.2461, device='cuda:0')"
5,"tensor(0.2427, device='cuda:0')"
6,"tensor(0.2461, device='cuda:0')"
7,"tensor(0.2483, device='cuda:0')"
8,"tensor(0.2437, device='cuda:0')"
9,"tensor(0.2430, device='cuda:0')"
10,"tensor(0.2482, device='cuda:0')"
11,"tensor(0.2530, device='cuda:0')"
12,"tensor(0.2514, device='cuda:0')"
13,"tensor(0.2405, device='cuda:0')"
14,"tensor(0.2495, device='cuda:0')"
15,"tensor(0.2536, device='cuda:0')"
16,"tensor(0.2522, device='cuda:0')"
17,"tensor(0.2501, device='cuda:0')"
18,"tensor(0.2184, device='cuda:0')"
19,"tensor(0.2591, device='cuda:0')"
20,"tensor(0.2535, device='cuda:0')"
21,"tensor(0.2504, device='cuda:0')"
22,"tensor(0.2563, device='cuda:0')"
23,"tensor(0.2606, device='cuda:0')"
24,"tensor(0.2602, device='cuda:0')"
