x,y
0,"tensor([-0.2166, -0.3778, -0.1957,  ...,  0.2021, -0.1241,  0.1776])"
1,"tensor([-0.1746, -0.3851, -0.5185,  ..., -0.0061, -0.2274, -0.1062])"
2,"tensor([-0.2405, -0.2953, -0.4969,  ..., -0.0843, -0.4744, -0.0498])"
3,"tensor([-0.1425, -0.2928, -0.3569,  ..., -0.1153, -0.5597, -0.2511])"
4,"tensor([-0.2188, -0.2397, -0.4298,  ..., -0.1431, -0.4589, -0.2116])"
5,"tensor([-0.2873, -0.3139, -0.3127,  ..., -0.2339, -0.5074, -0.1503])"
6,"tensor([-0.1245, -0.3040, -0.2693,  ..., -0.1558, -0.4853, -0.2548])"
7,"tensor([-0.0700, -0.2529, -0.2700,  ..., -0.1877, -0.5460, -0.3628])"
8,"tensor([-0.2188, -0.3210, -0.3291,  ..., -0.2330, -0.4951, -0.2227])"
9,"tensor([-0.1201, -0.1950, -0.2456,  ..., -0.2405, -0.5637, -0.3311])"
10,"tensor([-0.2010, -0.1943, -0.2484,  ..., -0.1816, -0.6036, -0.3361])"
11,"tensor([-0.1236, -0.1760, -0.2210,  ..., -0.2599, -0.5622, -0.3622])"
12,"tensor([-0.2444, -0.1962, -0.2415,  ..., -0.3278, -0.5146, -0.3430])"
13,"tensor([-0.0990, -0.1429, -0.2342,  ..., -0.2727, -0.5031, -0.4346])"
14,"tensor([-0.1712, -0.0850, -0.0858,  ..., -0.2443, -0.4702, -0.3827])"
15,"tensor([-0.1209, -0.1244, -0.1162,  ..., -0.2894, -0.4209, -0.3928])"
16,"tensor([-0.2602, -0.2036, -0.1630,  ..., -0.2754, -0.5044, -0.3396])"
17,"tensor([-0.0571, -0.0242, -0.1645,  ..., -0.2837, -0.5193, -0.3435])"
18,"tensor([ 0.0489, -0.0784,  0.0097,  ..., -0.4468, -0.6166, -0.5332])"
19,"tensor([-0.2568, -0.0622, -0.1671,  ..., -0.2525, -0.4086, -0.2755])"
20,"tensor([-0.1601, -0.0400, -0.1218,  ..., -0.3504, -0.5924, -0.4261])"
21,"tensor([-0.1338, -0.0186, -0.0149,  ..., -0.2814, -0.5188, -0.4489])"
22,"tensor([-0.1533,  0.0431, -0.1114,  ..., -0.3003, -0.4740, -0.4307])"
23,"tensor([-0.0601,  0.0354, -0.1415,  ..., -0.2996, -0.3277, -0.4372])"
24,"tensor([-0.2577,  0.0109, -0.1305,  ..., -0.2635, -0.3595, -0.3765])"
