x,y
22.617412567138672,nan
22.617277145385742,88.2
22.617219924926758,90.0
22.61719512939453,90.60000000000001
22.617176055908203,90.60000000000001
22.61715316772461,90.9
22.617143630981445,90.9
22.617137908935547,91.14999999999999
22.61712074279785,91.3
22.61711311340332,91.3
22.617101669311523,91.85
22.617095947265625,91.8
22.61708641052246,91.8
22.61707305908203,91.85
22.6170654296875,91.8
22.617048263549805,91.8
22.617040634155273,91.75
22.617021560668945,91.7
22.617002487182617,91.55
22.616987228393555,91.64999999999999
22.616968154907227,91.7
22.616954803466797,91.7
22.61693572998047,91.64999999999999
22.616928100585938,91.60000000000001
22.61690330505371,91.60000000000001
