x,y
0,"tensor([ 0.1385, -0.1450, -0.1173,  ..., -0.3460, -0.5387,  0.1122])"
1,"tensor([ 0.0231, -0.2060, -0.1366,  ..., -0.3738, -0.3226,  0.1048])"
2,"tensor([ 0.2138, -0.1238, -0.1510,  ..., -0.1431, -0.2539,  0.2505])"
3,"tensor([-0.0300, -0.3270,  0.0216,  ..., -0.2399, -0.4806,  0.0989])"
4,"tensor([ 0.0245, -0.1542, -0.0669,  ..., -0.3115, -0.4964,  0.2511])"
5,"tensor([-0.0642, -0.4341, -0.1212,  ..., -0.1843, -0.3620,  0.2650])"
6,"tensor([ 0.0985, -0.1539, -0.0463,  ..., -0.1539, -0.4254,  0.3259])"
7,"tensor([ 0.0991, -0.1830, -0.1661,  ..., -0.2843, -0.4315,  0.2823])"
8,"tensor([ 0.0053, -0.3027, -0.1456,  ...,  0.0078, -0.4220,  0.3013])"
9,"tensor([ 0.0670, -0.2750, -0.0633,  ..., -0.0797, -0.3935,  0.2398])"
10,"tensor([ 0.0500, -0.2983, -0.0860,  ..., -0.0031, -0.3485,  0.3096])"
11,"tensor([ 0.2339, -0.2678,  0.0221,  ..., -0.0314, -0.4492,  0.3382])"
12,"tensor([ 0.0768, -0.3685, -0.0430,  ..., -0.0982, -0.4393,  0.3314])"
13,"tensor([ 0.0096, -0.2617, -0.0521,  ..., -0.0483, -0.3551,  0.3538])"
14,"tensor([ 0.0078, -0.2552,  0.0249,  ...,  0.1542, -0.4050,  0.3785])"
15,"tensor([ 0.0853, -0.3186, -0.0527,  ...,  0.1776, -0.4747,  0.3445])"
16,"tensor([ 0.0539, -0.2175, -0.0690,  ...,  0.0577, -0.4268,  0.3944])"
17,"tensor([ 0.0457, -0.3484,  0.0030,  ...,  0.2100, -0.4425,  0.3292])"
18,"tensor([-0.0894, -0.3710,  0.1180,  ...,  0.2218, -0.5057,  0.3316])"
19,"tensor([ 0.0529, -0.3123, -0.0934,  ...,  0.1052, -0.4505,  0.3605])"
20,"tensor([ 0.0210, -0.2843, -0.0184,  ...,  0.1752, -0.4361,  0.3962])"
21,"tensor([ 0.0843, -0.3005, -0.0675,  ...,  0.1465, -0.4878,  0.3843])"
22,"tensor([ 0.1256, -0.3124, -0.0026,  ...,  0.1479, -0.4101,  0.3763])"
23,"tensor([ 0.0660, -0.3249,  0.0121,  ...,  0.0959, -0.5169,  0.3780])"
24,"tensor([ 0.0556, -0.2708, -0.0312,  ...,  0.1772, -0.3537,  0.4239])"
